"DateTime";"BTC";"USD"
"2019-03-06 00:00:00";749,50545209;2921594,737410383
"2019-03-07 00:00:00";764,50038341;2995266,6321773757
"2019-03-08 00:00:00";775,84645362;3045631,8044725275
"2019-03-09 00:00:00";780,58257989;3082099,0933924695
"2019-03-10 00:00:00";789,97235305;3114181,611852527
"2019-03-11 00:00:00";794,27102148;3109769,6168495696
"2019-03-12 00:00:00";809,28221721;3164374,397512821
"2019-03-13 00:00:00";834,50813139;3261766,8274322683
"2019-03-14 00:00:00";835,49661091;3271545,724374178
"2019-03-15 00:00:00";850,02033234;3355106,753575891
"2019-03-16 00:00:00";1043,61760458;4221464,519054238
"2019-03-17 00:00:00";1078,45158482;4346860,880354733
"2019-03-18 00:00:00";1080,22224701;4350735,5287248865
"2019-03-19 00:00:00";1074,67113021;4356082,705904516
"2019-03-20 00:00:00";1073,09259261;4345295,297107526
"2019-03-21 00:00:00";1066,61226342;4351511,381687745
"2019-03-22 00:00:00";1065,82559215;4297952,358600796
"2019-03-23 00:00:00";1061,88275641;4279631,741366274
"2019-03-24 00:00:00";1054,67571514;4242422,517393499
"2019-03-25 00:00:00";1051,75977682;4229757,118459312
"2019-03-26 00:00:00";1050,77035405;4164654,744352391
"2019-03-27 00:00:00";1049,82339632;4269915,205150447
"2019-03-28 00:00:00";1046,82452522;4267202,216890043
"2019-03-29 00:00:00";1057,77420124;4326560,926621909
"2019-03-30 00:00:00";1059,83926125;4343857,19615925
"2019-03-31 00:00:00";1060,77068682;4352511,851332352
"2019-04-01 00:00:00";1059,49659526;4385150,458121614
"2019-04-02 00:00:00";1064,05762711;5027523,320026955
"2019-04-03 00:00:00";1072,67905116;5374733,473370761
"2019-04-04 00:00:00";1075,73817423;5385338,933066742
"2019-04-05 00:00:00";1076,95298025;5384904,905137433
"2019-04-06 00:00:00";1079,4184352;5423937,312483423
"2019-04-07 00:00:00";1080,40753551;5568117,923908597
"2019-04-08 00:00:00";1082,27394063;5671743,167786765
"2019-04-09 00:00:00";1077,88862835;5627634,970842783
"2019-04-10 00:00:00";1079,10994139;5677909,614214106
"2019-04-11 00:00:00";1081,15713314;5491380,875930694
"2019-04-12 00:00:00";1077,86969063;5468582,654108211
"2019-04-13 00:00:00";1072,6314204;5466387,1498992955
"2019-04-14 00:00:00";1070,94785206;5459006,743176562
"2019-04-15 00:00:00";1069,07397001;5528801,561824316
"2019-04-16 00:00:00";1066,34457444;5435734,121990878
"2019-04-17 00:00:00";1064,15750666;5580144,000823176
"2019-04-18 00:00:00";1062,22481447;5615642,68216226
"2019-04-19 00:00:00";1065,08667109;5618417,396933437
"2019-04-20 00:00:00";1064,57468591;5679282,388645809
"2019-04-21 00:00:00";1063,64826068;5633623,649174227
"2019-04-22 00:00:00";1064,03208468;5665970,850921
"2019-04-23 00:00:00";1046,95367791;5841478,0458988445
"2019-04-24 00:00:00";1047,29547545;5749516,011808691
"2019-04-25 00:00:00";1051,64172991;5763606,632110149
"2019-04-26 00:00:00";1062,75780025;5614506,94840874
"2019-04-27 00:00:00";1059,16405776;5576191,60652965
"2019-04-28 00:00:00";1058,94883629;5597688,264535842
"2019-04-29 00:00:00";1059,28642922;5571698,317597109
"2019-04-30 00:00:00";1024,41315137;5417608,9510202445
"2019-05-01 00:00:00";1065,64780211;5736627,217752614
"2019-05-02 00:00:00";1064,14301214;5811274,347866419
"2019-05-03 00:00:00";1064,68575626;6142385,065015192
"2019-05-04 00:00:00";1065,44309497;6188498,363961848
"2019-05-05 00:00:00";1070,04771114;6194110,282136339
"2019-05-06 00:00:00";1085,44753922;6206111,432342703
"2019-05-07 00:00:00";1086,14101624;6445215,097418972
"2019-05-08 00:00:00";1099,67871327;6490809,6179276435
"2019-05-09 00:00:00";1104,67593305;6722240,268351843
"2019-05-10 00:00:00";1098,80776644;6937081,095710323
"2019-05-11 00:00:00";1098,02091404;7465257,531002573
"2019-05-12 00:00:00";1063,78454955;7606676,524321239
"2019-05-13 00:00:00";1063,75683353;7775051,884112447
"2019-05-14 00:00:00";1039,03434206;8301229,801423902
"2019-05-15 00:00:00";1039,29861873;8337690,024871927
"2019-05-16 00:00:00";1039,6656084;8274708,973911685
"2019-05-17 00:00:00";1038,53788815;7553441,841198172
"2019-05-18 00:00:00";1039,20419596;7615059,723071769
"2019-05-19 00:00:00";1038,69786143;8254833,127164026
"2019-05-20 00:00:00";1038,3747814;8216919,238913551
"2019-05-21 00:00:00";1023,29191373;8125592,701840987
"2019-05-22 00:00:00";1026,09156581;8130995,829454234
"2019-05-23 00:00:00";1030,41368199;7909352,381587041
"2019-05-24 00:00:00";1030,1079304;8232509,267884457
"2019-05-25 00:00:00";1030,42368803;8281350,312907025
"2019-05-26 00:00:00";1030,49824809;8253054,369303193
"2019-05-27 00:00:00";1030,28708658;9019370,121951234
